WP_009632395.1	K04751
WP_250123954.1	K00763
WP_250123957.1	K17947
WP_250123958.1	K12454
WP_250123963.1	K06147
WP_250123964.1	K06147
WP_250123966.1	K25109
WP_250123967.1	K25109
WP_250123968.1	K02014
WP_250123970.1	K25109
WP_250123973.1	K02014
WP_250123977.1	K07496
WP_250123981.1	K02016
WP_250123982.1	K02014
WP_250123985.1	K01470
WP_250123989.1	K07568
WP_250123993.1	K06445
WP_250123994.1	K08973
WP_250123997.1	K03442
WP_250124000.1	K03216
WP_250124005.1	K03830
WP_250124009.1	K00639
WP_250124010.1	K22895
WP_250124016.1	K00052
WP_250124017.1	K01990
WP_250124019.1	K01902
WP_250124020.1	K01903
WP_250124025.1	K02069
WP_250124030.1	K07238
WP_250124031.1	K16066
WP_250124033.1	K02563
WP_250124035.1	K06911
WP_250124037.1	K08679
WP_250124038.1	K15738
WP_250124049.1	K00748
WP_250124050.1	K00677
WP_250124051.1	K02372
WP_250124052.1	K02535
WP_250124053.1	K07277
WP_250124054.1	K01923
WP_250124055.1	K23775
WP_250124061.1	K03499
WP_250124062.1	K03499
WP_250124063.1	K03316
WP_250124064.1	K00821
WP_250124065.1	K01414
WP_250124067.1	K11526
WP_250124068.1	K11525
WP_250124069.1	K11524
WP_250124070.1	K11523
WP_250124071.1	K11522
WP_250124072.1	K00978
WP_250124073.1	K15736
WP_250124075.1	K01790
WP_250124077.1	K00973
WP_250124089.1	K08884
WP_250124092.1	K00927
WP_250124094.1	K14540
WP_250124097.1	K00325
WP_250124098.1	K00324
WP_250124099.1	K01668
WP_250124101.1	K00639
WP_250124107.1	K05575
WP_250124108.1	K05577
WP_250124109.1	K03671
WP_250124110.1	K15744
WP_250124113.1	K02040
WP_250124114.1	K02040
WP_250124119.1	K02986
WP_250124120.1	K03639
WP_250124122.1	K02188
WP_250124132.1	K01998
WP_250124133.1	K01995
WP_250124135.1	K07395
WP_250124147.1	K09744
WP_250124148.1	K03696
WP_250124149.1	K00789
WP_250124154.1	K03192
WP_250124156.1	K08906
WP_250124164.1	K03147
WP_250124166.1	K01999
WP_250124168.1	K03561
WP_250124169.1	K03559
WP_250124171.1	K03657
WP_250124172.1	K03316
WP_250124177.1	K07300
WP_250124178.1	K07300
WP_250124180.1	K00695
WP_250124181.1	K01299
WP_250124184.1	K02825
WP_250124185.1	K02227
WP_250124201.1	K07065
WP_250124205.1	K09803
WP_250124212.1	K07496
WP_250124216.1	K06218
WP_250124220.1	K19092
WP_250124223.1	K07066
WP_250124230.1	K01091
WP_250124231.1	K18979
WP_250124232.1	K07496
WP_250124237.1	K03294
WP_250124241.1	K07058
WP_250124257.1	K01682
WP_250124258.1	K02639
WP_250124261.1	K03186
WP_250124262.1	K12573
WP_250124267.1	K06888
WP_250124269.1	K07496
WP_250124272.1	K01990
WP_250124273.1	K01992
WP_250124274.1	K17062
WP_250124275.1	K17063
WP_250124276.1	K11070
WP_250124277.1	K24300
WP_250124283.1	K07496
WP_250124286.1	K00973
WP_250124287.1	K01790
WP_250124297.1	K08679
WP_250124304.1	K16554
WP_250124307.1	K11325
WP_250124311.1	K03182
WP_250124316.1	K07499
WP_250124322.1	K02640
WP_250124324.1	K02501
WP_250124325.1	K01304
WP_250124328.1	K00767
WP_250124329.1	K01887
WP_250124330.1	K18554
WP_250124332.1	K23993
WP_250124336.1	K03631
WP_250124339.1	K01873
WP_250124342.1	K00855
WP_250124343.1	K02641
WP_250124344.1	K00003
WP_250124347.1	K26730
WP_250124348.1	K03296
WP_250124350.1	K03892
WP_250124354.1	K00457
WP_250124359.1	K00162
WP_250124360.1	K03072
WP_250124361.1	K03074
WP_250124365.1	K07566
WP_250124366.1	K02493
WP_250124370.1	K25706
WP_250124371.1	K02694
WP_250124372.1	K02697
WP_250124373.1	K02699
WP_250124374.1	K00942
WP_250124375.1	K09777
WP_250124383.1	K03496
WP_250124389.1	K01652
WP_250124390.1	K00135
WP_250124395.1	K00008
WP_250124400.1	K06991
WP_250124405.1	K00817
WP_250124406.1	K19221
WP_250124408.1	K09793
WP_250124410.1	K11329
WP_250124411.1	K04485
WP_250124415.1	K06118
WP_250124421.1	K21703
WP_250124422.1	K08699
WP_250124423.1	K08698
WP_250124424.1	K08697
WP_250124425.1	K08696
WP_250124426.1	K05577
WP_250124427.1	K05575
WP_250124434.1	K03684
WP_250124435.1	K01469
WP_250124437.1	K06024
WP_250124438.1	K01802
WP_250124439.1	K02356
WP_250124440.1	K02160
WP_250124443.1	K01881
WP_250124452.1	K22895
WP_250124453.1	K06988
WP_250124454.1	K09879
WP_250124459.1	K11754
WP_250124467.1	K07217
WP_250124471.1	K09942
WP_250124472.1	K24180
WP_250124474.1	K00161
WP_250124477.1	K14605
WP_250124480.1	K08995
WP_250124491.1	K07089
WP_250124492.1	K02860
WP_250124493.1	K00835
WP_250124494.1	K00688
WP_250124497.1	K00772
WP_250124499.1	K07071
WP_250124500.1	K01662
WP_250124501.1	K08963
WP_250124502.1	K10112
WP_250124503.1	K06867
WP_250124508.1	K02503
WP_250124509.1	K07391
WP_250124512.1	K01756
WP_250124514.1	K01772
WP_250124516.1	K02434
WP_250124517.1	K23265
WP_250124518.1	K23264
WP_250124519.1	K03711
WP_250124526.1	K07028
WP_250124527.1	K02897
WP_250124528.1	K01939
WP_250124530.1	K01488
WP_250124531.1	K04095
WP_250124533.1	K02643
WP_250124535.1	K00858
WP_250124536.1	K11332
WP_250124537.1	K09005
WP_250124542.1	K01609
WP_250124543.1	K00382
WP_250124545.1	K09835
WP_250124546.1	K00761
WP_250124548.1	K02221
WP_250124554.1	K02014
WP_250124555.1	K10829
WP_250124556.1	K23227
WP_250124557.1	K23228
WP_250124561.1	K23509
WP_250124562.1	K10440
WP_250124563.1	K10820
WP_250124564.1	K23508
WP_250124577.1	K24443
WP_250124579.1	K00034
WP_250124581.1	K03724
WP_250124583.1	K01247
WP_250124593.1	K02575
WP_250124594.1	K03281
WP_250124597.1	K06133
WP_250124603.1	K08479
WP_250124604.1	K03575
WP_250124606.1	K03087
WP_250124607.1	K01955
WP_250124608.1	K04047
WP_250124614.1	K01455
WP_250124615.1	K03190
WP_250124616.1	K01430
WP_250124617.1	K01429
WP_250124618.1	K01428
WP_250124621.1	K00128
WP_250124623.1	K07496
WP_250124624.1	K02911
WP_250124627.1	K12574
WP_250124628.1	K01714
WP_250124629.1	K00133
WP_250124631.1	K03545
WP_250124633.1	K03544
WP_250124636.1	K07978
WP_250124637.1	K01061
WP_250124638.1	K02945
WP_250124644.1	K19294
WP_250124651.1	K09691
WP_250124653.1	K22502
WP_250124654.1	K10027
WP_250124667.1	K07393
WP_250124675.1	K02027
WP_250124683.1	K04750
WP_250124688.1	K06044
WP_250124689.1	K01236
WP_250124690.1	K01214
WP_250124692.1	K00705
WP_250124693.1	K05343
WP_250124694.1	K10112
WP_250124695.1	K10238
WP_250124696.1	K10237
WP_250124697.1	K10236
WP_250124708.1	K03705
WP_250124713.1	K06148
WP_250124723.1	K00616
WP_250124726.1	K07496
WP_250124729.1	K05366
WP_250124730.1	K01866
WP_250124731.1	K01591
WP_250124733.1	K02067
WP_250124734.1	K02065
WP_250124735.1	K03100
WP_250124736.1	K25137
WP_250124738.1	K08289
WP_250124744.1	K25152
WP_250124745.1	K25151
WP_250124746.1	K25153
WP_250124748.1	K01433
WP_250124750.1	K02224
WP_250124752.1	K00036
WP_250124753.1	K00616
WP_250124754.1	K03841
WP_250124757.1	K00524
WP_250124759.1	K09772
WP_250124761.1	K00275
WP_250124763.1	K07496
WP_250124768.1	K11326
WP_250124771.1	K03412
WP_250124772.1	K00575
WP_250124776.1	K06920
WP_250124777.1	K03699
WP_250124780.1	K00762
WP_250124781.1	K04077
WP_250124782.1	K04078
WP_250124786.1	K02047
WP_250124787.1	K02046
WP_250124788.1	K23163
WP_250124789.1	K01893
WP_250124792.1	K04757
WP_250124793.1	K03215
WP_250124794.1	K02095
WP_250124795.1	K23269
WP_250124796.1	K00764
WP_250124797.1	K03181
WP_250124798.1	K01961
WP_250124799.1	K02221
WP_250124801.1	K05896
WP_250124802.1	K00966
WP_250124803.1	K01585
WP_250124804.1	K00940
WP_250124809.1	K01895
WP_250124810.1	K07494
WP_250124811.1	K00826
WP_250124812.1	K07492
WP_250124815.1	K03655
WP_250124817.1	K02357
WP_250124818.1	K02967
WP_250124819.1	K08234
WP_250124825.1	K07171
WP_250124826.1	K07172
WP_250124832.1	K00304
WP_250124833.1	K00302
WP_250124835.1	K01915
WP_250124836.1	K07492
WP_250124839.1	K07494
WP_250124840.1	K07506
WP_250124848.1	K18199
WP_250124849.1	K00491
WP_250124866.1	K13727
WP_250124867.1	K01153
WP_250124874.1	K19802
WP_250124875.1	K26272
WP_250124885.1	K06893
WP_250124901.1	K00433
WP_250124906.1	K01061
WP_250124910.1	K12957
WP_250124912.1	K05606
WP_250124916.1	K07052
WP_250124919.1	K02479
WP_250124926.1	K04763
WP_250124940.1	K03496
WP_250124945.1	K07038
WP_250124953.1	K19166
WP_250124966.1	K00986
WP_250124972.1	K07075
WP_250124973.1	K03427
WP_250124977.1	K06147
WP_250124979.1	K06217
WP_250124980.1	K06960
WP_250124981.1	K02959
WP_250124982.1	K03106
WP_250124990.1	K06041
WP_250124991.1	K00979
WP_250124992.1	K03270
WP_250124994.1	K16137
WP_250124996.1	K01790
WP_250125000.1	K01251
WP_250125001.1	K00297
WP_250125002.1	K00789
WP_250125022.1	K03090
WP_250125025.1	K16653
WP_250125031.1	K09691
WP_250125032.1	K09690
WP_250125034.1	K01711
WP_250125039.1	K12990
WP_250125042.1	K07027
WP_250125057.1	K05303
WP_250125059.1	K09691
WP_250125060.1	K09690
WP_250125061.1	K01710
WP_250125065.1	K01809
WP_250125067.1	K01790
WP_250125068.1	K00973
WP_250125080.1	K09691
WP_250125082.1	K09690
WP_250125084.1	K23686
WP_250125085.1	K11085
WP_250125096.1	K00239
WP_250125098.1	K24956
WP_250125100.1	K05770
WP_250125103.1	K11521
WP_250125104.1	K00765
WP_250125106.1	K18890
WP_250125107.1	K07093
WP_250125109.1	K00766
WP_250125111.1	K01956
WP_250125113.1	K11145
WP_250125114.1	K03218
WP_250125121.1	K04096
WP_250125123.1	K22205
WP_250125125.1	K03568
WP_250125129.1	K07496
WP_250125131.1	K07025
WP_250125132.1	K17872
WP_250125134.1	K04487
WP_250125137.1	K02454
WP_250125139.1	K03496
WP_250125140.1	K00858
WP_250125141.1	K05576
WP_250125142.1	K05578
WP_250125143.1	K05572
WP_250125144.1	K01647
WP_250125145.1	K08296
WP_250125149.1	K01775
WP_250125151.1	K01551
WP_250125152.1	K07496
WP_250125153.1	K02338
WP_250125154.1	K02313
WP_250125156.1	K01462
WP_250125157.1	K03413
WP_250125159.1	K05878
WP_250125160.1	K05879
WP_250125165.1	K06940
WP_250125167.1	K07462
WP_250125168.1	K00620
WP_250125178.1	K01673
WP_250125179.1	K03716
WP_250125182.1	K19159
WP_250125183.1	K02035
WP_250125185.1	K02035
WP_250125186.1	K07496
WP_250125188.1	K00681
WP_250125189.1	K05845
WP_250125191.1	K00873
WP_250125193.1	K00605
WP_250125194.1	K02437
WP_250125195.1	K00281
WP_250125202.1	K07093
WP_250125211.1	K07399
WP_250125212.1	K06196
WP_250125213.1	K03654
WP_250125215.1	K00604
WP_250125217.1	K02703
WP_250125222.1	K10206
WP_250125224.1	K05837
WP_250125225.1	K03593
WP_250125227.1	K00228
WP_250125229.1	K08972
WP_250125230.1	K03559
WP_250125231.1	K03561
WP_250125233.1	K03426
WP_250125234.1	K03649
WP_250125235.1	K16554
WP_250125238.1	K16567
WP_250125239.1	K13658
WP_250125242.1	K01181
WP_250125246.1	K21397
WP_250125247.1	K07243
WP_250125248.1	K03594
WP_250125252.1	K16915
WP_250125253.1	K02007
WP_250125254.1	K02008
WP_250125255.1	K02006
WP_250125256.1	K06188
WP_250125258.1	K00800
WP_250125260.1	K07393
WP_250125261.1	K25130
WP_250125262.1	K25111
WP_250125263.1	K25110
WP_250125265.1	K02014
WP_250125271.1	K00218
WP_250125272.1	K07146
WP_250125274.1	K05350
WP_250125280.1	K00259
WP_250125285.1	K02274
WP_250125286.1	K02275
WP_250125287.1	K02259
WP_250125288.1	K02257
WP_250125289.1	K01990
WP_250125290.1	K01992
WP_250125292.1	K03564
WP_250125297.1	K23686
WP_250125300.1	K09690
WP_250125301.1	K09691
WP_250125306.1	K02049
WP_250125307.1	K02050
WP_250125308.1	K02051
WP_250125309.1	K04652
WP_250125310.1	K04651
WP_250125311.1	K01480
WP_250125316.1	K07058
WP_250125317.1	K01733
WP_250125321.1	K15269
WP_250125324.1	K03654
WP_250125326.1	K01868
WP_250125331.1	K15226
WP_250125334.1	K03856
WP_250125336.1	K02956
WP_250125337.1	K13282
WP_250125339.1	K03802
WP_250125343.1	K00700
WP_250125344.1	K13993
WP_250125345.1	K02691
WP_250125346.1	K00820
WP_250125348.1	K11472
WP_250125349.1	K00104
WP_250125352.1	K07086
WP_250125354.1	K01673
WP_250125355.1	K00791
WP_250125356.1	K07480
WP_250125357.1	K02016
WP_250125359.1	K07496
WP_250125362.1	K01057
WP_250125363.1	K09931
WP_250125364.1	K03665
WP_250125365.1	K09457
WP_250125368.1	K01869
WP_250125373.1	K00963
WP_250125378.1	K02016
WP_250125386.1	K11959
WP_250125387.1	K11960
WP_250125388.1	K11961
WP_250125389.1	K11962
WP_250125390.1	K07496
WP_250125391.1	K11963
WP_250125392.1	K08304
WP_250125395.1	K09935
WP_250125400.1	K02231
WP_250125403.1	K03644
WP_250125404.1	K02702
WP_250125405.1	K11956
WP_250125408.1	K06864
WP_250125409.1	K03281
WP_250125410.1	K03592
WP_250125412.1	K02639
WP_250125415.1	K04047
WP_250125417.1	K04047
WP_250125418.1	K09833
WP_250125419.1	K05928
WP_250125420.1	K03498
WP_250125421.1	K03499
WP_250125424.1	K02935
WP_250125425.1	K02864
WP_250125426.1	K02863
WP_250125427.1	K02867
WP_250125428.1	K02601
WP_250125429.1	K03073
WP_250125430.1	K02884
WP_250125434.1	K03525
WP_250125435.1	K03574
WP_250125437.1	K01755
WP_250125438.1	K07315
WP_250125439.1	K03110
WP_250125440.1	K03625
WP_250125443.1	K01633
WP_250125445.1	K01991
WP_250125446.1	K01990
WP_250125451.1	K03696
WP_250125452.1	K03789
WP_250125453.1	K01586
WP_250125455.1	K00806
WP_250125460.1	K00008
WP_250125461.1	K05371
WP_250125463.1	K06287
WP_250125464.1	K02717
WP_250125466.1	K15383
WP_250125468.1	K02837
WP_250125469.1	K09940
WP_250125470.1	K01698
WP_250125474.1	K09815
WP_250125475.1	K09816
WP_250125476.1	K06934
WP_250125477.1	K00279
WP_250125480.1	K07305
WP_250125481.1	K00619
WP_250125482.1	K21147
WP_250125484.1	K11958
WP_250125486.1	K02502
WP_250125488.1	K01092
WP_250125521.1	K01174
WP_250125522.1	K02639
WP_250125526.1	K02049
WP_250125527.1	K02050
WP_250125528.1	K03306
WP_250125533.1	K00809
WP_250125535.1	K01724
WP_250125539.1	K01082
WP_250125541.1	K07056
WP_250125548.1	K07171
WP_250125552.1	K02888
WP_250125553.1	K02899
WP_250125556.1	K00721
WP_250125557.1	K03469
WP_250125558.1	K03587
WP_250125562.1	K00700
WP_250125574.1	K00286
WP_250125575.1	K09772
WP_250125576.1	K06997
WP_250125577.1	K14518
WP_250125578.1	K01665
WP_250125579.1	K16785
WP_250125580.1	K03977
WP_250125582.1	K07499
WP_250125586.1	K13730
WP_250125587.1	K07086
WP_250125590.1	K05343
WP_250125591.1	K03657
WP_250125595.1	K04565
WP_250125605.1	K06213
WP_250125606.1	K06213
WP_250125609.1	K00609
WP_250125614.1	K19707
WP_250125617.1	K01494
WP_250125618.1	K00798
WP_250125619.1	K00989
WP_250125620.1	K04039
WP_250125621.1	K25109
WP_250125622.1	K02014
WP_250125626.1	K25109
WP_250125628.1	K02014
WP_250125631.1	K00074
WP_250125641.1	K05375
WP_250125644.1	K07116
WP_250125646.1	K21480
WP_250125647.1	K02234
WP_250125650.1	K00688
WP_250125651.1	K00627
WP_250125654.1	K01897
WP_250125656.1	K03495
WP_250125670.1	K00215
WP_250125672.1	K06042
WP_250125679.1	K02426
WP_250125681.1	K08902
WP_250125684.1	K01129
WP_250125686.1	K00099
WP_250125688.1	K01589
WP_250125691.1	K08972
WP_250125692.1	K13541
WP_250125693.1	K05573
WP_250125694.1	K02690
WP_250125695.1	K02689
WP_250125698.1	K13281
WP_250125701.1	K00865
WP_250125705.1	K01735
WP_250125706.1	K02642
WP_250125711.1	K01599
WP_250125712.1	K01297
WP_250125714.1	K03695
WP_250125715.1	K01759
WP_250125716.1	K01689
WP_250125717.1	K00145
WP_250125719.1	K01657
WP_250125720.1	K02692
WP_250125725.1	K24217
WP_250125728.1	K11473
WP_250125731.1	K23139
WP_250125732.1	K23139
WP_250125733.1	K24160
WP_250125735.1	K01854
WP_250125736.1	K00067
WP_250125738.1	K07506
WP_250125744.1	K18199
WP_250125760.1	K01265
WP_250125762.1	K01937
WP_250125763.1	K01448
WP_250125774.1	K26939
WP_250125777.1	K01951
WP_250125779.1	K03296
WP_250125781.1	K00375
WP_250125783.1	K07496
WP_250125784.1	K07496
WP_250125790.1	K12073
WP_250125792.1	K01911
WP_250125793.1	K02549
WP_250125795.1	K02552
WP_250125803.1	K09165
WP_250125805.1	K06042
WP_250125806.1	K01534
WP_250125817.1	K07260
WP_250125819.1	K24180
WP_250125820.1	K07101
WP_250125821.1	K03292
WP_250125829.1	K08139
WP_250125830.1	K25031
WP_250125834.1	K00384
WP_250125835.1	K02034
WP_250125837.1	K25026
WP_250125839.1	K07217
WP_250125840.1	K03795
WP_250125841.1	K02303
WP_250125843.1	K06180
WP_250125844.1	K02285
WP_250125845.1	K02284
WP_250125846.1	K02286
WP_250125848.1	K02287
WP_250125849.1	K02288
WP_250125850.1	K02289
WP_250125851.1	K02290
WP_250125852.1	K02290
WP_250125853.1	K02290
WP_250125854.1	K00928
WP_250125855.1	K00757
WP_250125862.1	K00695
WP_250125863.1	K10231
WP_250125868.1	K03652
WP_250125872.1	K01710
WP_250125873.1	K17108
WP_250125880.1	K08884
WP_250125883.1	K04487
WP_250125884.1	K00721
WP_250125885.1	K23541
WP_250125888.1	K23975
WP_250125889.1	K24136
WP_250125891.1	K19158
WP_250125892.1	K19159
WP_250125895.1	K06147
WP_250125898.1	K06917
WP_250125900.1	K05982
WP_250125903.1	K00823
WP_250125904.1	K03699
WP_250125908.1	K08218
WP_250125915.1	K16149
WP_250125917.1	K03185
WP_250125919.1	K02026
WP_250125920.1	K02025
WP_250125923.1	K02027
WP_250125924.1	K01590
WP_250125925.1	K16238
WP_250125926.1	K00845
WP_250125928.1	K02115
WP_250125929.1	K02111
WP_250125930.1	K02113
WP_250125931.1	K02109
WP_250125932.1	K02109
WP_250125933.1	K02110
WP_250125934.1	K02108
WP_250125935.1	K02116
WP_250125937.1	K05979
WP_250125938.1	K02096
WP_250125939.1	K02092
WP_250125940.1	K02093
WP_250125941.1	K02094
WP_250125942.1	K03588
WP_250125945.1	K01649
WP_250125947.1	K09819
WP_250125948.1	K09820
WP_250125949.1	K09818
WP_250125950.1	K00558
WP_250125951.1	K01619
WP_250125952.1	K03584
WP_250125955.1	K10778
WP_250125958.1	K03075
WP_250125959.1	K15633
WP_250125960.1	K06158
WP_250125965.1	K02835
WP_250125966.1	K02909
WP_250125967.1	K02996
WP_250125968.1	K02871
WP_250125969.1	K06173
WP_250125970.1	K02879
WP_250125971.1	K03040
WP_250125972.1	K02948
WP_250125973.1	K02952
WP_250125974.1	K02919
WP_250125975.1	K00939
WP_250125976.1	K03076
WP_250125977.1	K02876
WP_250125978.1	K02988
WP_250125979.1	K02881
WP_250125980.1	K02933
WP_250125981.1	K02994
WP_250125982.1	K02931
WP_250125983.1	K02874
WP_250125984.1	K02961
WP_250125985.1	K02904
WP_250125986.1	K02878
WP_250125987.1	K02982
WP_250125988.1	K02890
WP_250125989.1	K02965
WP_250125990.1	K02886
WP_250125991.1	K02892
WP_250125992.1	K02926
WP_250125993.1	K02906
WP_250125994.1	K05585
WP_250126000.1	K00855
WP_250126003.1	K03867
WP_250126015.1	K01142
WP_250126042.1	K07727
WP_250126049.1	K01187
WP_250126051.1	K10716
WP_250126052.1	K06962
WP_250126053.1	K16786
WP_250126055.1	K07027
WP_250126062.1	K03595
WP_250126066.1	K21561
WP_250126067.1	K00208
WP_250126068.1	K01693
WP_250126070.1	K00464
WP_250126071.1	K13993
WP_250126072.1	K13993
WP_250126075.1	K13640
WP_250126076.1	K03689
WP_250126078.1	K01113
WP_250126080.1	K05936
WP_250126081.1	K13292
WP_250126082.1	K06941
WP_250126083.1	K03703
WP_250126087.1	K03671
WP_250126088.1	K03969
WP_250126089.1	K03969
WP_250126092.1	K01661
WP_250126095.1	K03179
WP_250126096.1	K01524
WP_250126101.1	K02066
WP_250126104.1	K08591
WP_250126110.1	K06048
WP_250126115.1	K00053
WP_250126116.1	K01426
WP_250126117.1	K09458
WP_250126118.1	K03768
WP_250126120.1	K02705
WP_250126121.1	K18889
WP_250126123.1	K01784
WP_250126125.1	K00995
WP_250126129.1	K01711
WP_250126130.1	K02377
WP_250126133.1	K01934
WP_250126134.1	K17246
WP_250126135.1	K07037
WP_250126137.1	K03786
WP_250126139.1	K03742
WP_250126140.1	K02851
WP_250126141.1	K00600
WP_250126142.1	K01703
WP_250126144.1	K00847
WP_250126147.1	K02693
WP_250126148.1	K10563
WP_250126150.1	K00024
WP_250126159.1	K05583
WP_250126161.1	K01695
WP_250126165.1	K00297
WP_250126166.1	K01867
WP_250126168.1	K11085
WP_250126175.1	K07066
WP_250126180.1	K06147
WP_250126181.1	K01433
WP_250126184.1	K05580
WP_250126186.1	K25109
WP_250126190.1	K09817
WP_250126197.1	K23094
WP_250126199.1	K01358
WP_250126200.1	K06187
WP_250126202.1	K02027
WP_250126203.1	K02895
WP_250126204.1	K07498
WP_250126207.1	K01963
WP_250126211.1	K04564
WP_250126217.1	K07495
WP_250126219.1	K09022
WP_250126221.1	K01495
WP_250126225.1	K09972
WP_250126226.1	K01358
WP_250126228.1	K09771
WP_250126236.1	K00057
WP_250126241.1	K02014
WP_250126250.1	K03704
WP_250126254.1	K16567
WP_250126256.1	K03439
WP_250126266.1	K07499
WP_250126272.1	K04763
WP_250126273.1	K03530
WP_250126282.1	K04763
WP_250126294.1	K03497
WP_250126295.1	K07492
WP_250126297.1	K02005
WP_250126301.1	K07480
WP_250126310.1	K03087
WP_250126321.1	K07498
WP_250126349.1	K04043
WP_250126377.1	K01061
WP_250126381.1	K06886
WP_250126384.1	K04561
WP_250126388.1	K07005
WP_250126397.1	K07498
WP_250126399.1	K01118
WP_250126400.1	K00344
WP_250126402.1	K00433
WP_250126412.1	K02479
WP_250126417.1	K07480
WP_250126418.1	K04750
WP_250126421.1	K17836
WP_250126432.1	K07492
WP_250126437.1	K03496
WP_250126438.1	K03497
WP_250126440.1	K14698
WP_250126446.1	K14699
WP_250126448.1	K02014
WP_250126457.1	K00074
WP_250126459.1	K12240
WP_250126460.1	K14257
WP_250126462.1	K00997
WP_250126463.1	K04781
WP_250126464.1	K04110
WP_250126465.1	K00997
WP_250126466.1	K02078
WP_250126467.1	K01152
WP_250126474.1	K05275
WP_250126478.1	K09932
WP_250126491.1	K02045
WP_250126495.1	K03497
WP_250126498.1	K04759
WP_250126501.1	K01883
WP_250126504.1	K11755
WP_250126505.1	K01495
WP_250126508.1	K02426
WP_250126510.1	K07480
WP_250126525.1	K10843
WP_250126526.1	K04763
WP_250126540.1	K03183
WP_250126544.1	K01533
WP_250126545.1	K03839
WP_250126549.1	K07213
WP_250126554.1	K07480
WP_250126555.1	K07506
WP_250126559.1	K07480
WP_250126561.1	K01077
WP_250126563.1	K07480
WP_250126579.1	K07506
WP_250126594.1	K04750
WP_250126601.1	K07107
WP_250126605.1	K07487
WP_250126606.1	K02004
WP_250126607.1	K02004
WP_250126608.1	K02005
WP_250126614.1	K07498
WP_250126616.1	K06901
WP_250126637.1	K03581
WP_250126638.1	K03919
WP_250126644.1	K07065
WP_250126646.1	K07480
WP_250126649.1	K03530
WP_250126651.1	K07486
WP_250126653.1	K07498
WP_250126674.1	K02479
WP_250126676.1	K01236
WP_250126683.1	K01061
WP_250126684.1	K02479
WP_250126691.1	K07334
WP_250126697.1	K21430
WP_250126703.1	K07480
WP_250126704.1	K01014
WP_250126707.1	K00799
WP_250126712.1	K07506
WP_250126718.1	K07492
WP_250126721.1	K18816
WP_250126722.1	K01426
WP_250126723.1	K01358
WP_250126736.1	K01061
WP_250126738.1	K18320
WP_250126739.1	K06911
WP_250126740.1	K00433
WP_250126743.1	K06893
WP_250126744.1	K06893
WP_250126755.1	K19000
WP_250126758.1	K07506
WP_250126760.1	K07506
WP_250126782.1	K07498
WP_250126783.1	K27108
WP_250126785.1	K07486
WP_250126786.1	K15256
WP_250126791.1	K01593
WP_250126792.1	K26939
WP_250126794.1	K07506
WP_250126799.1	K01817
WP_250126823.1	K03088
WP_250126824.1	K00986
WP_250126829.1	K02480
WP_250126832.1	K07492
WP_250126839.1	K03496
WP_250126841.1	K07494
WP_256478656.1	K11991
WP_256478733.1	K03217
WP_256478735.1	K03427
WP_256478749.1	K03177
WP_256478798.1	K16037
WP_256478845.1	K07727
WP_256478864.1	K02714
WP_256478909.1	K00799
WP_256478916.1	K07136
WP_256478922.1	K02470
WP_256478929.1	K07496
WP_256478939.1	K06213
WP_256478940.1	K01358
WP_256478941.1	K06998
WP_256478942.1	K01358
WP_256478947.1	K02035
WP_256478949.1	K07496
WP_256478961.1	K07496
WP_256478962.1	K01652
WP_256478967.1	K03168
WP_256478974.1	K07486
WP_256478977.1	K11645
WP_256478978.1	K07486
WP_256478979.1	K21495
WP_256478991.1	K07480
WP_256478997.1	K07480
WP_256479002.1	K00986
WP_275983354.1	K02031/K02032
WP_275983356.1	K03798
WP_275983357.1	K05584
WP_275983358.1	K02003
WP_275983359.1	K03325
WP_275983360.1	K11811
WP_275983362.1	K02500
WP_275983363.1	K05516
WP_275983365.1	K05516
WP_275983366.1	K10112
WP_275983368.1	K03149
WP_275983369.1	K00794
WP_275983371.1	K03087
WP_275983372.1	K06891
WP_275983373.1	K01951
WP_275983374.1	K01537
WP_275983375.1	K02650
WP_275983376.1	K02650
WP_275983377.1	K00978
WP_275983382.1	K00345
WP_275983383.1	K02276
WP_275983384.1	K00661
WP_275983385.1	K21903
WP_275983386.1	K14652
WP_275983388.1	K05516
WP_275983390.1	K09767
WP_275983394.1	K02708
WP_275983395.1	K02003
WP_275983396.1	K21498
